run_id,run_dir,result_json,target_rescore_json,trace_jsonl,architecture,dataset,dataset_label,system_label,listed_in_runs_md,is_internal_shard,is_full_eval,is_mini_eval,is_exploratory_name,analysis_tier,eval_set,fixture,eval_queries_requested,eval_queries_completed,eval_queries_failed,top_k,trace_top_k,parser_max_facts,has_target_rescore,has_trace,has_qa_metrics,trace_has_query_level_qa,benchmark_ndcg,benchmark_mrr,benchmark_recall_at_k,qa_f1_generated,qa_bleu1_generated,qa_f1_top1,qa_f1_concat3,qa_em_generated,qa_f1_no_stopwords,raw_queries,raw_zero_target_cases,raw_top1_hit_rate,raw_hit_rate_at_k,raw_recall_at_k,raw_mrr,raw_ndcg,raw_micro_recall_at_k,source_queries,source_zero_target_cases,source_top1_hit_rate,source_hit_rate_at_k,source_recall_at_k,source_mrr,source_ndcg,source_micro_recall_at_k,canonical_queries,canonical_zero_target_cases,canonical_top1_hit_rate,canonical_hit_rate_at_k,canonical_recall_at_k,canonical_mrr,canonical_ndcg,canonical_micro_recall_at_k,raw_vs_source_shared_queries,raw_vs_source_hit_flips,raw_vs_source_top1_flips,raw_vs_source_ndcg_changed,raw_vs_canonical_shared_queries,raw_vs_canonical_hit_flips,raw_vs_canonical_top1_flips,raw_vs_canonical_ndcg_changed,source_vs_canonical_shared_queries,source_vs_canonical_hit_flips,source_vs_canonical_top1_flips,source_vs_canonical_ndcg_changed
20260314T062218Z_locomo_ollama_mxbai_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T062218Z_locomo_ollama_mxbai_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T062218Z_locomo_ollama_mxbai_full\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T062218Z_locomo_ollama_mxbai_full\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T062218Z_locomo_ollama_mxbai_full\trace.jsonl,native,LoCoMo,LoCoMo,ollama / mxbai-embed-large,False,False,True,False,False,native_full_primary,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/locomo10.paperlite.eval.json,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/locomo10.paperlite.fixture.json,1533,1533,0,60,60,5,True,True,True,True,0.319867100941507,0.22852498444037359,0.7411068511504438,0.1314940010587254,0.10530494114164013,0.10548910200811618,0.09052483838873576,0.0136986301369863,0.12594309325465794,1533,0,0.012393998695368558,0.7129810828440966,0.650413866142905,0.08499267451498194,0.1981713069884268,0.5274818917767362,1533,0,0.14024787997390736,0.8186562296151337,0.7411068511504438,0.22852498444037359,0.319867100941507,0.6501917341286749,899,634,0.21802002224694106,0.8131256952169077,0.7638472268060699,0.3026921332694116,0.38699849196106956,0.729933110367893,1533,162,196,541,899,226,214,795,899,64,18,426
20260315T074322Z_zep_auth_smoke,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_zep\20260315T074322Z_zep_auth_smoke,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_zep\20260315T074322Z_zep_auth_smoke\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_zep\20260315T074322Z_zep_auth_smoke\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_zep\20260315T074322Z_zep_auth_smoke\trace.jsonl,zep,LoCoMo,LoCoMo,zep / transformed,False,False,True,False,True,exploratory,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\tmp_locomo_mem0_smoke.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\tmp_locomo_mem0_smoke.fixture.json,1,0,1,60,60,,True,True,False,False,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
20260315T074353Z_zep_auth_smoke_v2,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_zep\20260315T074353Z_zep_auth_smoke_v2,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_zep\20260315T074353Z_zep_auth_smoke_v2\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_zep\20260315T074353Z_zep_auth_smoke_v2\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_zep\20260315T074353Z_zep_auth_smoke_v2\trace.jsonl,zep,LoCoMo,LoCoMo,zep / transformed,False,False,True,False,True,exploratory,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\tmp_locomo_mem0_smoke.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\tmp_locomo_mem0_smoke.fixture.json,1,0,1,60,60,,True,True,False,False,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
20260315T065555Z_longmemeval_mem0_probe_q1_v2,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T065555Z_longmemeval_mem0_probe_q1_v2,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T065555Z_longmemeval_mem0_probe_q1_v2\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T065555Z_longmemeval_mem0_probe_q1_v2\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T065555Z_longmemeval_mem0_probe_q1_v2\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,False,True,True,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.fixture.json,1,1,0,60,60,,True,True,False,False,,,,,,,,,,1,0,1.0,1.0,1.0,1.0,0.7283586691013549,1.0,1,0,1.0,1.0,1.0,1.0,0.7283586691013549,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1
20260315T082155Z_longmem_server_smoke_errors,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T082155Z_longmem_server_smoke_errors,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T082155Z_longmem_server_smoke_errors\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T082155Z_longmem_server_smoke_errors\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T082155Z_longmem_server_smoke_errors\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,True,False,True,exploratory,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\tmp_longmem_server_smoke.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\tmp_longmem_server_smoke.fixture.json,1,1,0,20,20,,True,True,False,False,,,,,,,,,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.2,0.38685280723454163,1.0,1,0,0.0,1.0,1.0,0.2,0.38685280723454163,1.0,1,1,0,1,1,1,0,1,1,0,0,0
20260315T084706Z_longmem_server_smoke_charsplit_v1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T084706Z_longmem_server_smoke_charsplit_v1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T084706Z_longmem_server_smoke_charsplit_v1\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T084706Z_longmem_server_smoke_charsplit_v1\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T084706Z_longmem_server_smoke_charsplit_v1\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,True,False,True,exploratory,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\tmp_longmem_server_smoke.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\tmp_longmem_server_smoke.fixture.json,1,1,0,20,20,,True,True,False,False,,,,,,,,,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0
20260315T084807Z_longmemeval_mem0_probe_q1_serverqdrant_charsplit_v1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T084807Z_longmemeval_mem0_probe_q1_serverqdrant_charsplit_v1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T084807Z_longmemeval_mem0_probe_q1_serverqdrant_charsplit_v1\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T084807Z_longmemeval_mem0_probe_q1_serverqdrant_charsplit_v1\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T084807Z_longmemeval_mem0_probe_q1_serverqdrant_charsplit_v1\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,False,True,True,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.fixture.json,1,1,0,60,60,,True,True,False,False,,,,,,,,,,1,0,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1,0,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1
20260315T091954Z_longmemeval_mem0_mini35_serverqdrant_charsplit_w3_detached,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T091954Z_longmemeval_mem0_mini35_serverqdrant_charsplit_w3_detached,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T091954Z_longmemeval_mem0_mini35_serverqdrant_charsplit_w3_detached\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T091954Z_longmemeval_mem0_mini35_serverqdrant_charsplit_w3_detached\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0\20260315T091954Z_longmemeval_mem0_mini35_serverqdrant_charsplit_w3_detached\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,False,True,False,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini35.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini35.fixture.json,35,35,0,60,60,,True,True,False,False,,,,,,,,,,35,0,0.37142857142857144,0.9714285714285714,0.9571428571428572,0.5274675324675324,0.6187835144970784,0.9444444444444444,35,0,0.6,0.9714285714285714,0.9571428571428572,0.6956177156177157,0.7467727817826971,0.9444444444444444,35,0,0.22857142857142856,0.8,0.8,0.34391749588358256,0.4384549978480144,0.7777777777777778,35,0,8,10,35,6,21,34,35,6,13,24
20260316T204426Z_lme_openrouter_mini1_local,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T204426Z_lme_openrouter_mini1_local,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T204426Z_lme_openrouter_mini1_local\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T204426Z_lme_openrouter_mini1_local\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T204426Z_lme_openrouter_mini1_local\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,False,True,False,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.fixture.json,1,1,0,60,60,,True,True,False,False,,,,,,,,,,1,0,1.0,1.0,1.0,1.0,0.7506416640794557,1.0,1,0,1.0,1.0,1.0,1.0,0.7506416640794557,1.0,1,0,0.0,1.0,1.0,0.02564102564102564,0.11521147633589655,1.0,1,0,0,0,1,0,1,1,1,0,1,1
20260316T205212Z_lme_local_mini1_local,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_localmini\20260316T205212Z_lme_local_mini1_local,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_localmini\20260316T205212Z_lme_local_mini1_local\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_localmini\20260316T205212Z_lme_local_mini1_local\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_localmini\20260316T205212Z_lme_local_mini1_local\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,False,True,False,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.fixture.json,1,1,0,60,60,,True,True,False,False,,,,,,,,,,1,0,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1,0,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1
20260316T213038Z_lme_openrouter_mini1_tuned,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T213038Z_lme_openrouter_mini1_tuned,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T213038Z_lme_openrouter_mini1_tuned\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T213038Z_lme_openrouter_mini1_tuned\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T213038Z_lme_openrouter_mini1_tuned\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,False,True,False,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.fixture.json,1,1,0,60,60,,True,True,False,False,,,,,,,,,,1,0,1.0,1.0,1.0,1.0,0.7550160946314525,1.0,1,0,1.0,1.0,1.0,1.0,0.7550160946314525,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1
20260316T213346Z_lme_openrouter_mini10_tuned,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T213346Z_lme_openrouter_mini10_tuned,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T213346Z_lme_openrouter_mini10_tuned\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T213346Z_lme_openrouter_mini10_tuned\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T213346Z_lme_openrouter_mini10_tuned\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,False,True,False,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini10.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini10.fixture.json,10,10,0,60,60,,True,True,False,False,,,,,,,,,,10,0,0.4,1.0,1.0,0.5938095238095238,0.6659686433818724,1.0,10,0,0.4,1.0,1.0,0.5957575757575758,0.6682671354660039,1.0,10,0,0.0,0.5,0.5,0.04224982381959126,0.13368800540957,0.45454545454545453,10,0,0,1,10,5,4,10,10,5,4,9
20260316T214417Z_lme_openrouter_mini10_balanced,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T214417Z_lme_openrouter_mini10_balanced,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T214417Z_lme_openrouter_mini10_balanced\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T214417Z_lme_openrouter_mini10_balanced\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T214417Z_lme_openrouter_mini10_balanced\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,False,True,False,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini10.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini10.fixture.json,10,10,0,60,60,,True,True,False,False,,,,,,,,,,10,0,0.1,1.0,1.0,0.423525641025641,0.5511084258864161,1.0,10,0,0.5,1.0,1.0,0.6616666666666667,0.7032097661570236,1.0,10,0,0.4,0.9,0.9,0.4460967491627869,0.498489184583441,0.9090909090909091,10,0,4,5,10,1,5,10,10,1,1,5
20260316T215327Z_lme_openrouter_mini1_mxbai,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T215327Z_lme_openrouter_mini1_mxbai,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T215327Z_lme_openrouter_mini1_mxbai\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T215327Z_lme_openrouter_mini1_mxbai\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_longmemeval_mem0_openrouter\20260316T215327Z_lme_openrouter_mini1_mxbai\trace.jsonl,mem0,LongMemEval-S,LongMemEval-S,mem0 / append_only,False,False,False,True,False,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\longmemeval\longmemeval_s_cleaned.paperlite.noabs.mini1.fixture.json,1,1,0,60,60,,True,True,False,False,,,,,,,,,,1,0,0.0,1.0,1.0,0.5,0.5036888708415108,1.0,1,0,1.0,1.0,1.0,1.0,0.6131471927654584,1.0,1,0,1.0,1.0,1.0,1.0,0.6131471927654584,1.0,1,0,1,1,1,0,1,1,1,0,0,0
